,name,category,labels,resource,github_id,license,description,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,open_issue_count,star_count,contributor_count,projectrank,show,docs_url,watchers_count,pr_count,closed_issue_count,latest_stable_release_published_at,latest_stable_release_number,release_count,recent_commit_count,pypi_id,conda_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,dockerhub_stars,updated_github_id,new_addition
138,LTB DiME,msg,"['c', 'python', 'octave', 'university']",,CURENT/dime,GPL-3.0,Distributed Messaging Environment; CURENT LTB.,https://github.com/CURENT/dime,https://ltb.curent.org/,2020-04-29 20:36:10,2023-07-31 21:24:25.000000,2023-07-31 21:24:15,531.0,2.0,13.0,3.0,4.0,7,True,https://ltbdime.readthedocs.io/en/latest/,4.0,11.0,35.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,
139,P-V Curve LLM,llm,"['python', 'university']",,CURENT/pv-curve-llm,MIT,Using LLMs in Power-Voltage Curves for Voltage Stability analysis.,https://github.com/CURENT/pv-curve-llm,https://ltb.curent.org/,2025-06-30 14:39:51,2025-07-30 19:32:46.000000,2025-07-30 19:32:41,47.0,,,2.0,,7,True,,,,,,,,47.0,,,,,,,,,,,,,,2.0,,,,,,,,True
140,PowerFM,llm,['university'],,Power-Agent/PowerFM,MIT,Foundation models in the power and energy domain.,https://github.com/Power-Agent/PowerFM,https://power-agent.github.io,2025-04-15 22:51:17,2025-07-19 01:32:33.000000,2025-07-19 01:32:33,8.0,,,21.0,,6,True,,,,,,,,7.0,,,,,,,,,,,,,,3.0,,,,,,,,True
141,OpenHybridSim,phasor,"['java', 'university']",,OpenHybridSim/OpenHybridSim-code,BSD-3,EMT-TS hybrid simulation.,https://github.com/OpenHybridSim/OpenHybridSim-code,https://github.com/OpenHybridSim/OpenHybridSim-code,2015-01-17 03:59:14,2020-05-05 20:35:13.000000,2020-05-05 20:35:12,16.0,4.0,1.0,8.0,,6,True,,5.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,
142,EGRIP.jl,steady-state,"['julia', 'octave', 'gha', 'lab']",,ANL-CEEESA/EGRIP.jl,BSD 3,Julia/MATALB package for power system restoration planning and verification.,https://github.com/ANL-CEEESA/EGRIP.jl,https://www.nrel.gov/reopt/,2020-04-23 02:17:47,2025-05-06 20:50:00.000000,2025-05-06 20:46:12,159.0,,,8.0,5.0,6,True,https://anl-ceeesa.github.io/EGRIP.jl/stable/,2.0,4.0,,,,,2.0,,,,,,,,,,,,,,3.0,,,,,,,,
143,GSEIM,pe,"['gha', 'pypi', 'python', 'volunteer']",,gseim/gseim,GPL-3.0,Simulation of electrical circuits.,https://github.com/gseim/gseim,https://github.com/gseim/gseim,2021-06-08 11:11:31,2022-07-16 09:00:00.315000,,,,,2.0,1.0,6,True,https://gseim.github.io/build/html/index.html,,,,,,5.0,,GSEIM,,,4.0,,,https://pypi.org/project/GSEIM,2022-07-16 09:00:00.315,,4.0,,,,1.0,,,,,,,,
144,PSSE RAW,intf,"['pypi', 'python', 'for-profit']",,anderson-optimization/em-psse,MIT,PSSE RAW parser.,https://github.com/anderson-optimization/em-psse,https://github.com/anderson-optimization/em-psse,2019-02-14 21:15:32,2021-01-07 22:33:21.000000,2020-01-07 18:15:29,19.0,15.0,,35.0,2.0,5,True,,4.0,,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,
145,PowerSystemsInvestments.jl,steady-state,"['gha', 'julia', 'lab']",,NREL-Sienna/PowerSystemsInvestments.jl,BSD-3,Power Systems investment models; NREL Sienna.,https://github.com/NREL-Sienna/PowerSystemsInvestments.jl,https://www.nrel.gov/analysis/sienna.html,2024-02-29 21:28:33,2025-07-21 21:39:33.000000,2025-07-21 21:37:44,20.0,11.0,9.0,19.0,4.0,5,True,https://nrel-sienna.github.io/PowerSystemsInvestments.jl/stable,6.0,19.0,2.0,,,,1.0,,,,,,,,,,,,,,3.0,,,,,,,,
146,mypower,steady-state,"['python', 'intf', 'university']",,yasirroni/mypower,MIT,Supplementary function of MATPOWER in Python.,https://github.com/yasirroni/mypower,https://github.com/yasirroni/mypower,2020-03-09 07:23:38,2022-11-26 22:27:49.000000,2022-11-26 22:27:22,39.0,1.0,,8.0,,5,True,,2.0,3.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,
147,OpenDER interface,intf,"['python', 'jupyter', 'non-profit']",,epri-dev/OpenDER_interface,BSD-3,Interface for OpenDER.,https://github.com/epri-dev/OpenDER_interface,https://www.epri.com/OpenDER,2023-11-28 15:57:02,2025-02-10 04:13:30.000000,2025-02-10 04:13:25,47.0,1.0,,5.0,2.0,5,True,,10.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,
148,GenSAS,phasor,"['cpp', 'gha', 'lab']",,ANL-CEEESA/gensas,BSD-3,A C++ based generalized simulation tool based on semi-analytical solutions.,https://github.com/ANL-CEEESA/gensas,https://github.com/ANL-CEEESA/gensas,2022-05-26 03:52:10,2025-06-06 10:52:17.000000,2025-03-04 04:41:58,7.0,1.0,,1.0,3.0,5,True,,,6.0,4.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,
149,ASSET,steady-state,"['python', 'lab']",,NREL/ASSET,BSD-3,Assess and analyze grid strength.,https://github.com/NREL/ASSET,https://github.com/NREL/ASSET,2025-04-22 16:07:29,2025-05-05 22:49:47.000000,2025-05-05 22:49:47,18.0,5.0,,14.0,2.0,4,True,,3.0,,,,,,2.0,,,,,,,,,,,,,,3.0,,,,,,,,
150,PSAT,phasor,"['octave', 'university']",,Sinan81/PSAT,GPL,Unofficial repository of PSAT by Prof. Federico Milano.,https://github.com/Sinan81/PSAT,http://faraday1.ucd.ie/psat.html,2017-08-14 00:34:41,2023-12-08 10:57:10.000000,2020-06-23 22:43:53,16.0,7.0,,12.0,2.0,4,True,https://www.amazon.com/dp/B08P3QTQDV?ref_=pe_3052080_397514860,5.0,1.0,2.0,2020-02-24 07:44:55.000,2.1.11,2.0,,,,132.0,1.0,,,,,,,,,,3.0,,,,,,,,
151,matmtdc,phasor,"['octave', 'university']",,HuaizhiWang/matmtdc,undefined,Dynamic analysis of AC/DC hybrid power systems.,https://github.com/HuaizhiWang/matmtdc,https://github.com/HuaizhiWang/matmtdc,2021-03-03 12:12:22,2021-05-04 03:35:50.000000,2021-05-04 03:35:50,5.0,5.0,,11.0,,4,True,,1.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,
152,andes_gym,mrl,"['python', 'jupyter', 'university']",,cuihantao/andes_gym,GPL-3,ANDES RL Environment for OpenAI Gym.,https://github.com/cuihantao/andes_gym,https://github.com/cuihantao/andes_gym,2020-04-19 18:18:34,2022-01-28 19:53:49.000000,2022-01-28 19:53:49,31.0,5.0,,10.0,2.0,4,True,,2.0,1.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,
153,Andes.jl,intf,"['julia', 'university']",,cuihantao/Andes.jl,MIT,Julia interface for ANDES.,https://github.com/cuihantao/Andes.jl,https://ltb.curent.org,2020-04-03 21:53:26,2024-02-05 08:03:58.000000,2024-02-05 04:08:07,58.0,1.0,,8.0,,4,True,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,
154,PST,phasor,"['octave', 'university']",,cuihantao/pst,MIT,Unofficial repository of PST by Prof. Joe Chow.,https://github.com/cuihantao/pst,https://sites.ecse.rpi.edu/~chowj/,2020-04-11 01:17:35,2020-04-11 01:18:54.000000,2020-04-11 01:18:26,1.0,1.0,,5.0,,3,True,https://github.com/cuihantao/pst/blob/master/PSTv3/PSTMan.pdf,2.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,
155,EasySimauto.jl,intf,"['julia', 'university']",,mzy2240/EasySimauto.jl,Apache-2.0,Julia interface for EasySimAuto and PowerWorld.,https://github.com/mzy2240/EasySimauto.jl,https://github.com/mzy2240/EasySimauto.jl,2022-09-16 15:59:20,2023-07-31 19:46:50.000000,2023-07-31 19:46:46,15.0,,,5.0,2.0,3,True,,1.0,,2.0,2022-09-27 15:08:27.000,0.1.0,1.0,,,,,,,,,,,,,,,3.0,,,,,,,,
156,AMES (V4.0),steady-state,"['java', 'university']",,ames-market/AMES-v4.0,GPL-2,Agent based Modeling of Electricity Systems.,https://github.com/ames-market/AMES-v4.0,https://www2.econ.iastate.edu/tesfatsi/AMESMarketHome.htm,2017-04-18 18:19:21,2022-12-26 20:28:08.000000,2020-08-28 07:29:40,6.0,7.0,3.0,13.0,2.0,2,True,https://github.com/ames-market/AMES-v4.0/blob/master/USAGE.md,2.0,6.0,2.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,
157,OpenDSS,steady-state,"['python', 'julia', 'c', 'octave', 'non-profit']",,,BSD,Distribution system simulator.,,https://www.epri.com/pages/sa/opendss,,,,,,,,,2,True,https://opendss.epri.com/opendss_documentation.html,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,
